timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1554774420304,5565,Register,201,,Thread Group 1-121,text,true,,358,341,356,356,https://csye6225-spring2019-cuijingy.me/user/register,5565,0,793
1554774420553,5358,Register,201,,Thread Group 1-132,text,true,,358,341,356,356,https://csye6225-spring2019-cuijingy.me/user/register,5358,0,610
1554774419626,6376,Register,201,,Thread Group 1-89,text,true,,358,341,356,356,https://csye6225-spring2019-cuijingy.me/user/register,6376,0,342
1554774420534,5470,Register,201,,Thread Group 1-131,text,true,,358,341,356,356,https://csye6225-spring2019-cuijingy.me/user/register,5470,0,652
1554774420691,5314,Register,201,,Thread Group 1-161,text,true,,358,341,356,356,https://csye6225-spring2019-cuijingy.me/user/register,5314,0,713
1554774420288,5718,Register,201,,Thread Group 1-118,text,true,,358,341,356,356,https://csye6225-spring2019-cuijingy.me/user/register,5718,0,1073
1554774420299,5751,Register,201,,Thread Group 1-120,text,true,,358,341,356,356,https://csye6225-spring2019-cuijingy.me/user/register,5750,0,539
1554774420431,5618,Register,201,,Thread Group 1-125,text,true,,358,341,356,356,https://csye6225-spring2019-cuijingy.me/user/register,5618,0,729
1554774420848,5930,Register,201,,Thread Group 1-160,text,true,,358,341,358,358,https://csye6225-spring2019-cuijingy.me/user/register,5930,0,1093
1554774420849,5914,Register,201,,Thread Group 1-164,text,true,,358,341,358,358,https://csye6225-spring2019-cuijingy.me/user/register,5914,0,1053
1554774420856,6045,Register,201,,Thread Group 1-165,text,true,,358,341,358,358,https://csye6225-spring2019-cuijingy.me/user/register,6045,0,1033
1554774420546,6356,Register,201,,Thread Group 1-133,text,true,,358,341,358,358,https://csye6225-spring2019-cuijingy.me/user/register,6356,0,1359
1554774420854,6048,Register,201,,Thread Group 1-130,text,true,,358,341,358,358,https://csye6225-spring2019-cuijingy.me/user/register,6048,0,1076
1554774420861,6041,Register,201,,Thread Group 1-163,text,true,,358,341,358,358,https://csye6225-spring2019-cuijingy.me/user/register,6041,0,655
1554774420688,6221,Register,201,,Thread Group 1-159,text,true,,358,341,358,358,https://csye6225-spring2019-cuijingy.me/user/register,6221,0,620
1554774420821,6090,Register,201,,Thread Group 1-151,text,true,,358,341,358,358,https://csye6225-spring2019-cuijingy.me/user/register,6090,0,584
1554774420194,5520,Register,201,,Thread Group 1-116,text,true,,358,341,356,356,https://csye6225-spring2019-cuijingy.me/user/register,5520,0,593
1554774420936,6172,CreateNote,201,,Thread Group 1-9,text,true,,383,429,358,358,https://csye6225-spring2019-cuijingy.me/note,5826,0,995
1554774420929,6424,CreateNote,201,,Thread Group 1-27,text,true,,383,429,359,359,https://csye6225-spring2019-cuijingy.me/note,6424,0,1013
1554774420911,6964,CreateNote,201,,Thread Group 1-21,text,true,,383,429,360,360,https://csye6225-spring2019-cuijingy.me/note,6964,0,1220
1554774420922,6959,CreateNote,201,,Thread Group 1-24,text,true,,383,429,360,360,https://csye6225-spring2019-cuijingy.me/note,6959,0,984
1554774419756,8128,Register,201,,Thread Group 1-99,text,true,,358,341,360,360,https://csye6225-spring2019-cuijingy.me/user/register,8128,0,525
1554774421228,6657,Register,201,,Thread Group 1-142,text,true,,358,341,360,360,https://csye6225-spring2019-cuijingy.me/user/register,6657,0,950
1554774420934,6954,CreateNote,201,,Thread Group 1-37,text,true,,383,429,360,360,https://csye6225-spring2019-cuijingy.me/note,6954,0,1043
1554774420913,6965,CreateNote,201,,Thread Group 1-17,text,true,,383,429,360,360,https://csye6225-spring2019-cuijingy.me/note,6965,0,984
1554774420824,7054,Register,201,,Thread Group 1-150,text,true,,358,341,360,360,https://csye6225-spring2019-cuijingy.me/user/register,7054,0,1354
1554774420770,7107,CreateNote,201,,Thread Group 1-10,text,true,,383,429,360,360,https://csye6225-spring2019-cuijingy.me/note,7107,0,1169
1554774421635,6270,CreateNote,201,,Thread Group 1-45,text,true,,383,429,360,360,https://csye6225-spring2019-cuijingy.me/note,6270,0,2174
1554774421660,6244,CreateNote,201,,Thread Group 1-54,text,true,,383,429,360,360,https://csye6225-spring2019-cuijingy.me/note,6244,0,920
